"HASH_1B09B600": "A doprdele." 
"HASH_D05BE1B9": "Jestli můžeš něco říct soudci, tak o tom radši hned začni přemýšlet."
"HASH_7E3B67BA": "Je mrtvej a ty ne, takže bych řekl, že je to sakra dobrý."
"WFPLAYER_SNATCH_CTOWN_4": "Něco pro tebe najdu a co nevidět budeš zpátky v kšeftu."
"HASH_9AB347BA": "Miluju šoubyznys."
"HASH_413B49BA": "Ty jsi neslyšel tu část o velení pomocí násilí?"
"HASH_D2FF51BA": "A to je?"
"RICHIE_DRUG_AIRPORT_2": "Kdo je kámoš s Tobym, je i se mnou. Jde o tohle: támhle v tom jsou hromady matroše, co se nikdy nedostane skrz celní kontrolu, teda jestli se moc nepletu. A támhle to je plný oblečení, fénů a takových kravin. Co se stane s tím druhým, je nám ukradený."
"HASH_3761CFBA": "Co takhle se zabít až někdy jindy?"
"HASH_34561BBB": "Ty jsi neslyšel tu část o velení pomocí násilí?"
"WFPLAYER_SNATCH_DTOWN_1": "Překvapuje mě, že pořád ještě neděláš z přívěsu Helmers."
"HASH_0B5635BB": "Je mrtvý a ty ne, takže bych řekl, že je to sakra dobrý."
"BFPLAYER_DERBY_ARENA_1": "No sorry?"
"HASH_49EF77BB": "Kde bych našel ostatní Svaté?"
"HASH_D18169BB": "To dokazuje, že jsi dost blbej na to, aby ses nechal bodnout."
"HASH_8CA65DBB": "Poslouchala jsem u policejní vysílačky a pobřežní hlídka hlásí, že k tobě směřuje spousta lidí z Bratrstva."
"LEE_FUZZ_PROJECTS_1": "Mám rozjetých pár kauz proti Stilwaterské policii a docela by se mi hodilo mít nějakou páku."
"HASH_9CFE7DBD": "Vypadá to tu úplně jinak, když to tu zrovna nevykrádám."
"WFPLAYER_FUZZ_SUBURBS_3": "Takže se po mně chce, abych se na národní televizi vydával za poldu?"
"HFPLAYER_FUZZ_PROJ_4": "A nech mě hádat, spousta lidí se bude bránit zatčení?"
"HASH_879E61BD": "Víte, do týhle chvíle jsme si s Maerem jen tak hráli - tuhle jsme zabili jeho kurvu, tamhle jsme mu čmajzli prachy... ale teď už mám toho hraní dost. Víme, kde bydlí, máme jeho bouchačky, a tak říkám, že teď tomu hajzlovi zakroutíme krkem, co vy na to?"
"WMPLAYER_TORCH_APTS_1": "Jen aby bratři z Théty měli prachy."
"HASH_E624EBBD": "Tak to nevím."
"VINNIE_CROWDCONT_HOTELS_4": "Fakt? To je skvělý... koneckonců já se taky dostal trochu nahoru."
"HASH_C484B9BD": "Můžete nám prozradit, zda s tím mají něco společného Svatí ze Třetí ulice?"
"HASH_EFDEB5BE": "Čas k odchodu?"
"HASH_D0D665BE": "Pálí ti to."
"HASH_781BBFBE": "Kde je Gat?"
"HASH_523FD9BE": "Jo, ale to..."
"HASH_5F2B5FBE": "Ravel má zpoždění, ale už je na cestě."
"HASH_7D058BBF": "Shaundi, dívám se na Bobbie a Amber, nepočká to?"
"HASH_EEECAFBF": "Jsem v pohodě, Shaundi. Najednou už mi Bratrstvo takové starosti nedělá."
"HASH_DFA373BF": "To je milé, Donnie, taky jsi mi chyběl..."
"HASH_EDCFC3BF": "Udělat co?"
"HASH_9AB3E7BF": "Čas k odchodu?"
"HASH_951DF5BF": "Kurva, tohle je mý město."
"HASH_512D43C0": "Každý rok pořádá Stilwaterská univerzita kulturní den, kdy se sejdou všecky kluby, postaví stánky, rozdávají pamflety, dávají kuskus a kdo ví co ještě. Samozřejmě je to skvělá příležitost i pro Syny Samediho, kteří tu chtějí lovit nový dušičky. Tak se pohni, ať je odsud stihneš všechny včas vypráskat.\n14500"
"HASH_E2CFA9C0": "Pierci, dal jsem ti na starosti Roniny, tak co bys ještě chtěl?"
"HASH_4A0A8DC0": "Vůbec ne."
"HASH_DFC2E3C0": "Ty pašuješ nafukovací erotické hračky?"
"HASH_710BB1C0": "Ale nechápej mě špatně, já mám svou práci rád, je to jen... jen jsem se tak soustředil na to, abych poslal Maerovi zprávu, že jsem se na tu dodávku Jessicy nikdy nezeptal."
"HASH_668E75C0": "Řek ti Wong i to, že zadarmo nepracuju?"
"PHIL_HIJACKING_DOCKS_2": "Na mrtvolu jsi nějak živý."
"HASH_443769C0": "Jsi dneska nějak nesvůj."
"HASH_54D397C0": "Sledovali ho."
"HASH_C1268BC0": "Opatrně, doktorko. Tenhle pacient je nebezpečný."
"HASH_8209F5C0": "Pane Vogel, budete na večírek potřebovat odvézt?"
"HASH_97A2FBC1": "Pierci, dal jsem ti na starosti Roniny, tak co bys ještě chtěl?"
"HASH_498E07C1": "Dobrej nápad."
"HASH_15FC1DC1": "Co máš?"
"HASH_0067F1C1": "Není zač, a teď se zvedej, musíme chytit tu limuzínu."
"HASH_13E327C1": "A řekl ti Wong taky, že zadarmo nedělám?"
"HASH_727589C1": "Dobrej nápad, jenom poprosíme někoho z naší partičky o pomoc: Hej, kámo, pomůžeš nám? Ne? Myslím, že to musíme zvládnout sami."
"AFMID_SNATCH_CTOWN_3": "Nejsou holky, takže nejsou ani masáže."
"HASH_4C079DC2": "Co pro mě máš?"
"HASH_EEA165C2": "Snažim se, ale co kurva vůbec chceš."
"HASH_62CB53C2": "Zlatíčko, o nic nejde, prostě je zabij."
"HASH_593BB3C2": "Ne! Teda, není to problém, mám tohle..."
"HASH_4759E5C2": "A to je?"
"HFPLAYER_FRAUD_MUSEUM_4": "Říkal jsi, že chceš léčit další pacienty, tak jsem si myslel, že chceš, abych pár lidem ublížil..."
"HASH_585AE3C3": "Máš pravdu, jsi idiot..."
"HASH_085FE7C3": "Nelam si s tím hlavu, Pierci, postaráme se o to..."
"HASH_5892E7C3": "Každý měsíc věnujeme lékařský zásoby různým humanitárním organizacím v zemích třetího světa."
"HASH_386AB9C3": "Asi si budeš muset najít nový kámoše - Maerovi má lodí dorazit nějakej náklad a já ho chci dostat dřív než on."
"HASH_81B7B5C3": "Šéfe?"
"HASH_E5A5D7C3": "Maero, jsem v pohodě. Hele, musím jít, jdu uložit ty peníze. Zlato, o peníze se postarám já... budeme mít dost na pokrytí tý zásilky, a až dorazí, Svatí nebudou mít vůbec žádnou šanci."
"HASH_F8E421C3": "Ne, neříkám, že kradou."
"HASH_F630F3C3": "Vyšetřování stále probíhá, slečno Valderammová. Nemohu zabíhat do podrobností."
"HASH_6C7BEBC4": "A doprdele..."
"HASH_74C84BC4": "Jako co?"
"HASH_F415F5C4": "Jsi OK, Johnny?"
"HASH_C08601C4": "Něco mě asi napadlo..."
"HASH_732A7BC4": "No tak, hraj fér."
"HASH_DEAAC1C4": "Nech mě na pokoji, Shogo."
"HASH_60DF0BC4": "Brácho, budeš vypadat jako nějakej sráč."
"AMYNG_ESCORT_SUBURBS_6": "Drž hubu!"
"HASH_0735E7C5": "Vůbec nic o tom nevíš."
"HFPLAYER_SNATCH_DTOWN_2": "Jak se ti vede?"
"HASH_B00F2BC5": "Cože?"
"HASH_7C5793C5": "Co to sakra říkáš?"
"HASH_064729C5": "No tak. Ber to sportovně"
"HASH_A7947BC5": "Díky, Carlosi."
"HASH_B5EB53C5": "Myslím, že mám nápad."
"HMPLAYER_TORCH_APTS_2": "Tak v čem je problém?"
"HASH_DBAF8BC5": "Šetři kulky pro Akudžiho."
"HASH_72C1D5C5": "Já myslel, že jsem tvýho ex oddělal."
"HASH_BC7499C5": "Určitě."
"HASH_9F976FC5": "Johhny, ten stůl jsem koupila teprve včera!"
"HASH_CCA105C6": "Rád jsem tě poznal."
"HASH_70EAFDC6": "Vypadá to, jako bych něco prodával?"
"HASH_242A55C6": "Proč by se Maero ptal, kdy dorazí jeho vlastní zboží?"
"HASH_6E07FDC6": "Nehraj si se mnou, Matte, máš tady kupu hraček, s kterýma jsem si ještě nehrál..."
"HASH_018CABC6": "Můžu si doprdele dělat, co chci, to je jedna z výhod, když člověk vede gang."
"HASH_C8549FC6": "A pak to prodáme za levnějc a zaberem jim celej trh."
"HASH_83D24DC6": "Naše šance? Kdo si sakra myslíš, že jsi?"
"HASH_FF7239C6": "Akudži v letadle skoupil všecky sedadla 1. třídy. Nejspíš poletí i s přáteli."
"HASH_FFEE2DC7": "Vítejte na stilwaterské policejní stanici. Co pro vás mohu udělat?"
"HASH_F3CC15C7": "Co se sakra děje?"
"HASH_E3FD47C7": "Co je?"
"HASH_E6459BC7": "Rozhodně těm parchantům musíme připomenout, kdo jsme."
"HASH_BD39CDC7": "A pak to budem prodávat levnějc a přeberem jim kšeft."
"HASH_74E1F9C7": "Já si sakra budu dělat, co chci, to je jedna z výhod šéfa gangu."
"HASH_960975C7": "Dík za pomoc, Lauro."
"HASH_FDA6CBC7": "Chceš mi snad říct, že kdybych ti teď řekl, abys odsud vypadl, kývnul bys na to?"
"HASH_E8EB93C8": "Co tím myslíš?"
"HASH_A82337C8": "Dobře."
"BFPLAYER_MAYHEM_NUKE_4": "Cože?"
"WMPLAYER_FRAUD_MUSEUM_1": "Tak co to má být za obchodní nabídku, o který jsi mluvil?"
"WMPLAYER_FUZZ_SUBURBS_5": "Jo, s tím můžu pomoct."
"HASH_E30419C8": "Samozřejmě nemám přístup ke stejným materiálům co ty, ale my si nějak poradíme."
"HFPLAYER_FRAUD_FACTORIES_1": "Jak se má doktor?"
"HASH_2F976DC9": "Snažim se, ale co kurva vůbec chceš."
"BMPLAYER_MAYHEM_SHANTY_3": "Tak co mám teda dělat?"
"HASH_1AABB5C9": "Neboj, Dane, já ty prachy dostanu zpátky."
"HASH_740F8DC9": "Sedíš tu se svými přemožiteli, příteli. Chtěl jsem jen vidět tvář toho, kdo mi způsobil tolik problémů. Zatím shledávám tento zážitek velice nuzným."
"HELMERS_SNATCH_DTOWN_6": "Ty bys to pro mě udělal?"
"HASH_4D40EDCA": "Věř mi, Gat bude za chvíli v pohodě. "
"HASH_AE031BCA": "Nechce se mi věřit, že ti nakopal zadek takový břídil..."
"HASH_06C63FCA": "Boxer, přesně to jsem vždycky chtěl..."
"HASH_AE2E27CA": "Tak bylas v těch docích, jak jsem chtěl?"
"HASH_EEC73FCA": "Ne."
"HASH_A678FDCA": "Co, ehm, co je, lidi?"
"HASH_47A65BCA": "Ty ho znáš?"
"HASH_F7769BCB": "Zrovna mi volala jedna z tanečnic z Technically Legal, že jedna roninská parta se o ty holky zajímá až moc. A členové ochranky mají z Akudžiho chlapů tak nahnáno, že se do toho bojí míchat. Takže by nebylo od věci je klepnout přes ty jejich nenechavý prsty."
"HASH_382DBFCB": "Věř mi, Gat bude za chvíli v pohodě. "
"HASH_DB6E49CB": "Nechce se mi věřit, že ti nakopal zadek takovej břídil..."
"HASH_9BA07BCB": "Dáme dohromady lidi a pak můžem začít pracovat na tom, jak si vezmem zpátky naše město."
"HASH_AFE8B5CB": "Jak víš, že mě ten pitomec nechce zabít?"
"HASH_F6B285CB": "Kolik aut jsi říkal, že potřebuješ?"
"HASH_129B41CB": "Ty jsi Maero?"
"HASH_1D196BCB": "Jo."
"HASH_B03DB9CB": "Ale nechápej mě špatně, já mám svou práci rád, je to jen... jen jsem se tak soustředil na to, abych poslal Maerovi zprávu, že jsem se na tu dodávku Jessicy nikdy nezeptal."
"HASH_806DB7CC": "Neviděl jsi mě od tý doby, co mě tvůj šéf střelil a nacpal do kufru auta, a ty se teď nezmůžeš na nic lepšího než \"A kurva?\""
"HASH_22CB4FCC": "Co je?"
"HASH_A81CD5CC": "Aha..."
"HASH_AE03EFCC": "Ty si ze mě utahuješ."
"HASH_F908A7CC": "Já nevím, člověče..."
"HASH_74EF37CC": "Všichni poslouchejte, musíme probrat pár zatraceně důležitých věcí. Stilwater patřil kdysi Svatým a vypadá to, že já s Gatem jsme jediný, co se na to pamatujou... řekl bych, že je čas, abysme ostatním dali budíček."
"HASH_2C5D09CC": "Víš co, Pierci? Jestli se chceš podívat, jak odstřelim pár helikoptér, jsi víc než vítán."
"HASH_68B455CD": "Zmiz odsud, Vogele."
"HASH_E51C5DCD": "Proč by se Maero ptal, kdy dorazí jeho vlastní zboží?"
"HASH_AF31F5CD": "Nehraj si se mnou, Matte, máš tady kupu hraček, s kterýma jsem si ještě nehrál..."
"HASH_DB6EBDCD": "To si děláš prdel."
"BMPLAYER_FIGHT_PRISON_2": "Dej mi na to slovo."
"HASH_3E43D7CD": "Hej, chlape, klídek."
"HASH_052AE7CD": "Než mě šoupli do basy, bylo to lepší."
"HASH_7895EBCD": "Jaký vliv bude mít incident v budově Phillipsu na vaši nedávno oznámenou renovaci ve Shivingtonu?"
"HASH_D850A5CE": "Je fajn, že se vám líbí ty nový krámy, který nám Bratrstvo věnovalo."
"HASH_BD619BCE": "Co to sakra říkáš?"
"HASH_20B759CE": "Ježíši, kdy se tohle stalo?"
"HASH_C603EFCE": "Vůbec nic o tom nevíš."
"HASH_B8D947CE": "Jo? Tak jsi pořád ještě tady?"
"HASH_E3A511CE": "Dokud to budem moct vyrábět my, tak v tom může pro mě za mě bejt třeba sajrajt na balzamování..."
"WMPLAYER_SNATCH_DTOWN_7": "Jestli máš čím zaplatit, samozřejmě."
"HASH_DCA53FCE": "Díky, Shaundi."
"BMPLAYER_PIRACY_SROW_4": "Prosím?"
"BMPLAYER_TORCH_APTS_2": "Tak v čem je problém?"
"HASH_C7195BCE": "Proč nedáš tu bouchačku pryč? Stejně oba víme, že ji nepoužiješ."
"JANE_MAYHEM_SHANTY_3": "Ani ne, ale dělá ze sebe tak velkýho vola, že kdykoliv mluví, senzacechtivci naslouchají. A když se lidi koukají na něj, nekoukají se na mě."
"HASH_A9C86DCF": "Díky, Shaundi."
"WMPLAYER_SNATCH_CTOWN_2": "Wu, nemůžeš zavřít masážní salon, je to důležitá stilwaterská památka. Chodím sem už od střední."
"WMPLAYER_FRAUD_FACTORIES_1": "Jak se má doktor?"
"HASH_F3EB69CF": "Tohle slýchám poslední dobou často."
"HASH_96C843CF": "Dokud to budem moct vyrábět my, tak v tom může pro mě za mě bejt třeba sajrajt na balzamování..."
"HASH_DD4E91CF": "Musíme tě dostat do špitálu."
"HASH_3E0D67CF": "Ne, mně se líbí tady."
"HASH_892189CF": "Snažil jsem se vedení naznačit, že jít po Svatých byla obrovská chyba."
"HASH_1250EFD0": "Nech si kulku pro Akudžiho."
"HASH_BB3EB1D0": "Myslel jsem, že jsem tvýho starýho oddělal."
"HASH_7C1437D0": "Něco mě asi napadlo..."
"HASH_1DC671D0": "Na tom teďka pracuje můj nejlepší člověk."
"HASH_CA16C3D0": "Jak je?"
"HASH_FBFA95D0": "Když tvůj soupeř není připoutaný k židli, už to není taková sranda, co?"
"HELMERS_SNATCH_DTOWN_2": "Nemám tušení, kde sakra jsou."
"HASH_4B51B3D0": "Tak to už se asi nedíváš, co, debile?"
"HASH_673DBDD1": "Nech si kulku pro Akudžiho."
"HASH_CE53E3D1": "Myslel jsem, že jsem tvýho starýho oddělal."
"HASH_55FC01D1": "Takže mám práci?"
"HASH_881101D1": "Hele, Shaundi, randíš s někým, kdo dělal v nějaký pyramidě?"
"HASH_BAD51FD1": "No tak. Ber to sportovně"
"WMPLAYER_FRAUD_MUSEUM_5": "A získat světový rekord podvodem, to nemluví proti tobě?"
"WMPLAYER_FUZZ_SUBURBS_1": "Pořád trochu nechápu, proč mi volá asistent ředitele castingu."
"HASH_AA7FF1D1": "Svatí se vymkli kontrole!"
"HASH_E469DDD1": "Myslím, že naši lidi na sobě musí ještě zapracovat."
"HASH_659D0FD1": "Možná mi to jenom nemyslí, ale ještě jednou: žádný problém není."
"HASH_3F407BD2": "Naše příležitost? Kdo sakra jsi..."
"HASH_5FF611D2": "Díky za pomoc, Lauro."
"HASH_BD1E9DD2": "Můžu si doprdele dělat, co chci, to je jedna z výhod, když člověk vede gang."
"BFPLAYER_MAYHEM_SHANTY_3": "Tak co chceš, abych udělal?"
"BFPLAYER_FIGHT_UNIV_3": "Teďka se bojuje?"
"HASH_15F685D2": "Co chceš?"
"HASH_B7507DD2": "Shaundi měla dobrej nápad."
"BMPLAYER_FRAUD_FACTORIES_3": "Copak jsi zrovna neříkal, že Gonzales bručí? Proč bych měl zkoušet to samý?"
"HASH_131EEDD2": "Co tady děláš?"
"HASH_2A9B43D3": "Díky za pomoc, Lauro."
"HASH_4A2D29D3": "Naše příležitost? Kdo sakra jsi?"
"HASH_01ABFBD3": "A pak to budem prodávat levnějc a přeberem jim kšeft."
"HASH_A943E3D3": "Řekni mi, žes tohle místo nevybrala jen proto, abys mohla hrát tu pitomou hru."
"HASH_607A27D3": "Jak se vede mýmu náklaďáku?"
"HASH_613227D3": "Ty víš, proč tu jsem."
"HASH_A11539D3": "Čéče, povídám, že nevím."
"HASH_55E591D4": "Samedijci nemají v rukou celou univerzitu jedině proto, že jižní část drží Bratrstvo. Prostituce, hazard, drogy - Bratrstvo tu nabízí všecko, po čem študáci touží. Jestli to tu mají Svatí ovládnout, budeš muset napřed vyhnat tyhle sráče.\n16000"
"HASH_CD6D0FD4": "Chceš ještě něco říct?"
"HASH_A85C31D4": "Užij si důchod, Matte."
"HASH_F698BBD4": "Vůbec ne."
"HASH_DC0379D4": "Tak copak tu máš?"
"HASH_C99895D4": "Rádo se stalo. A teď vstávej, musíme chytit tu limošku."
"BMPLAYER_FIGHT_PRISON_6": "Jak drsná je konkurence?"
"HASH_0E2AE5D4": "Ano, ale svatí to ukradli."
"HASH_024723D4": "Co říkáš?"
"WMDR_FRAUD_FACTORIES_4": "Co takhle kdyby sis radši hleděl skákání pod auta a to, jak se nenechat zavřít, nechal na mně?"
"HASH_870073D5": "Na nic už odpovídat nebudu, padej do auta."
"HASH_DB44CFD5": "Buď fér, jsem jenom oběť atentátu."
"HASH_AF7111D5": "A řekl ti Wong taky, že zadarmo nedělám?"
"BFPLAYER_CC_SUBURBS_2": "Co tím my-"
"HASH_A96E2BD5": "Co máš?"
"HASH_BCF5C7D5": "Není zač, a teď se zvedej, musíme chytit tu limuzínu."
"HASH_83F5E9D5": "Není zač."
"HASH_2B30CDD5": "Pierci, dal jsem ti na starosti Roniny, tak co bys ještě chtěl?"
"HASH_F195DDD6": "Vypadá to, že si uděláš pár nových přátel. Maerovi dorazí na lodi zásilka a já ji chci mít dřív než on."
"HASH_EC350DD6": "Mohl bys tu bednu zase zapnout?"
"HASH_F486ADD6": "To kurva ne. Na čem jsi to makal?"
"HASH_91A587D6": "Máš recht, jsi pěkný hovado."
"HASH_84F88FD7": "Vypadá to, že si uděláš pár nových přátel. Maerovi dorazí na lodi zásilka a já ji chci mít dřív než on."
"HASH_BA0C5FD7": "Co myslíš tím \"do zelí\"?"
"HASH_27DA9DD7": "No to je kurva paráda..."
"HASH_E4C8D5D7": "Máš pravdu, jsi idiot..."
"WMPLAYER_SNATCH_DTOWN_3": "Myslíš, že to má něco společnýho s tím, že si válíš prdel na lehátku a stavíš pyramidy z plechovek od piva, místo abys byl na ulici?"
"HASH_6BA229D7": "Takže mám práci?"
"HASH_E0F0DBD7": "Tak mi řekni něco o tom projektu."
"HASH_EC7B73D7": "A jsme tady..."
"KATIE_FUZZ_SUBURBS_4": "Stačí, když budeš jezdit kolem a pojedeš tak, abych z toho mohla udělat dobrý záběry."
"HASH_C0749FD7": "Vypadáš nějak jinak, máš-"
"HASH_90CF3FD8": "Víš, co, Pierci, jestli chceš vidět, jak vyhodím do povětří pár helikoptér, tak klidně pojď se mnou."
"HASH_1291D9D8": "Ty si ze mě utahuješ."
"HASH_148EE3D8": "Aha..."
"HASH_FFEFCBD8": "Je mi líto."
"HASH_E5A26DD9": "Víš, co, Pierci, jestli chceš vidět, jak vyhodím do povětří pár helikoptér, tak klidně pojď se mnou."
"HFPLAYER_FIGHT_UNIV_3": "Teďka se bojuje?"
"HASH_D8AF27D9": "Ty jsi Gio?"
"HASH_766675D9": "Shaundi měla dobrej nápad."
"HASH_1BEE9DD9": "Ta barva je fakt uklidňující."
"HASH_61E3B1D9": "Oh..."
"HASH_53BE53D9": "Snít o tom přeci můžu, ne?"
"HASH_F43F15D9": "Vy musíte být pan Maero..."
"HASH_7A6AE9DA": "Pardon?"
"HASH_14B1F5DA": "Musíme tě hodit do nemocnice..."
"HASH_F7F203DA": "Ne, jsem v pohodě."
"HASH_B6055DDA": "Kolik aut jsi říkal, že potřebuješ?"
"HFPLAYER_FUZZ_SUBURBS_4": "Jako \"dobrý záběry\" ze zatýkání, nebo zmlácení polonahýho týpka, co skončí v dětským bazénu."
"HFPLAYER_SWEEP_REDLIGHT_4": "Tak zavolej poldy."
"HASH_5F3727DA": "Dokud to budem moct vyrábět my, tak v tom může bejt pro mě za mě třeba sajrajt na balzamování..."
"HASH_68A575DA": "To si ze mě snad děláš srandu."
"HASH_5FFF23DA": "(přezíravě) Ber to z tý lepší stránky, aspoň to nevypadá, žes to potřeboval ty."
"HASH_3EE6FBDA": "To je dobrý, páč už jsem si začínal myslet, že vypadám jako investiční bankéř."
"HASH_3FAEFBDA": "Ti Svatí už začínají být pěkně otravní."
"HASH_61DCA7DB": "Musíme tě hodit do nemocnice."
"HASH_829F51DB": "Ne, jsem v pohodě."
"HASH_C4DDB3DB": "Fajn, můžem udělat nějakou škodu na ulici, ale musíme sebou hodit, nechci, aby o nás Ultor věděl dřív, než je nutné."
"HASH_0F07BBDB": "Pardon?"
"HASH_155A5BDB": "Díky, Shaundi."
"HASH_921C27DB": "No a co, dyk mě stejně zabiješ."
"HASH_0B8341DB": "Rozmlátili jsme roninský kasino a ukradli všechny prachy."
"HASH_403421DB": "Myslel jsem, že Ultor chce pořádek. Když ty mizery pustím, bude všechno jedině horší."
"HFPLAYER_SNATCH_DTOWN_6": "Snažím se jen říct, že máš spoustu práce a nemůžeš dávat pozor na každýho. Tak co kdybych ti ty tvý ztracený holky našel já?"
"HASH_7B3A57DC": "Co myslíš tím \"do zelí\"?"
"HASH_14B101DC": "Dobře."
"HASH_A0F9BFDC": "Oděvní společnost?"
"WMPLAYER_MAYHEM_NUKE_4": "Cože?"
"HASH_21C6D3DC": "Tak mi řekni něco o tom projektu."
"HASH_BB195DDC": "Musím provést pár kanonizací, vydrž."
"HASH_61DC53DD": "Fajn."
"HMPLAYER_MAYHEM_NUKE_4": "Cože?"
"HASH_06B687DD": "Vypadá to, jako bych něco prodával?"
"HASH_DF1441DD": "*mluví mandarínsky*"
"AMYNG_ESCORT_SUBURBS_2": "Nejsem žádnej kuplíř. Zprostředkovávám romantický zážitky."
"HASH_7779A7DE": "Určitě?"
"HASH_F4A1D1DE": "Nebudu vám tady lhát, od tý doby, co jsem vypad ze hry, se toho spousta změnilo, takže budu potřebovat trochu pomoct. Pierci, ty si vezmeš na starost Roniny. Chci vědět, kdo tomu tam šéfuje a v čem jedou."
