# TODO: Translate to Simplified Chinese
# Source: voice_us.txt
# Format: "KEY": "Chinese translation"
# Total entries: 16797

"HASH_B9F9F000": "也许待会儿吧，行吗？"
"HASH_59846F0C": "马特·米勒！我以为你是我的盟友！"
"HASH_434FAB0C": "你……你能把我从这里弄出去，对吧？"
"HASH_64D68F0C": "金吉？！"
"HASH_2620270C": "我们去哪儿，金吉？"
"HASH_3231570C": "呃！那降落可以再轻点。"
"HASH_44BA770C": "我什么也没干！"
"HASH_7BF7C30C": "你在吗，阿莎？等一下，马特要跟我说话。"
"HASH_3BCDD30C": "删除"
"HASH_54ECEB0C": "源鬼在那儿！"
"HASH_9676EB0C": "国王从来没有他以为的对副王帮的掌控力。都是我和沃伦在运转。嗯，主要是我。沃伦的自大最终跟本杰明一样膨胀。他以为我们俩能统治城市。看来他并不像自己以为的那样了解我。"
"HASH_00FA930C": "你队伍里没别人能做到这个，对吧？"
"HASH_EE35D70C": "等等。塔尼娅？"
"HASH_40535B0D": "你好啊，邻居！"
"HASH_585CAF0D": "你 fear 我掌权超过任何事？"
"HASH_22BF830D": "所以你已经失败一千次了。终于决定找帮手了。你找谁？我的另一半？那个反社会者一辈子从没在乎过任何人。"
"HASH_2777C30D": "去你的保罗！"
"HASH_8D45C30D": "*叹气* 这越来越无聊了。"
"HASH_CDF4470D": "没什么好说的。"
"HASH_3A732F0D": "嘿，我只是——"
"HASH_2294F70D": "你真要我搬这个？该死！"
"HASH_3633230D": "尤其是在面对了辛帝国强大的力量之后。"
"HASH_A4A9FF0D": "我碰了它。"
"HASH_7D5F830D": "嗯。莎蒂，你和C.I.D.确保这飞船完好。盖特，你跟我来。"
"HASH_1917070D": "嘿马特。我很高兴没杀你。"
"HASH_EC11C30D": "说清楚，即使地球没了，如果你死了，我还是当总统。"
"HASH_D33F9B0D": "全部干掉。"
"HASH_05881B0D": "好戏开场。"
"HASH_6333F70D": "这些全得关掉？"
"HASH_28863F0D": "我们一起……你的词金吉，「你知道——这不是虚构……」"
"HASH_6F9FDF0D": "金吉，门在哪？"
"HASH_8CAA530D": "希望你拿到了有用的东西，因为条子快把你那地方围了。"
"HASH_7C84570D": "谢天谢地。"
"HASH_21A7FB0E": "删除"
"HASH_AC47130E": "等等。邪恶双胞胎？"
"HASH_755AB30E": "因为按我的方式来。"
"HASH_B201570E": "天哪，你和金吉都是满嘴技术黑话……"
"HASH_45A74B0E": "金吉，莎蒂去哪了？"
"HASH_1F543B0E": "什么鬼……？"
"HASH_B17C170E": "你有这个 CPU 的图片吗？我是说，它长什么样？"
"HASH_24C52B0E": "我的天。我的能力感觉无穷无尽……"
"HASH_5DA39F0E": "让我猜猜。我去打那个灯。"
"HASH_454F130E": "让我看看……Image As Designed 在这片区域的清单上。等等……对，没错。随便黑。"
"HASH_D676970E": "模块全齐了，金吉。"
"HASH_B45AFB0E": "嘿，我们走到这一步了，不是吗？"
"HASH_D57EA70E": "那我试试又关你什么事？"
"HASH_107EBF0F": "进去找金。"
"HASH_DFCAF30F": "有多少台发电机，马特？"
"HASH_A5E5BB0F": "我能在船上跟你谈句话吗？当然在你方便的时候。"
"HASH_EE84130F": "我们一定要为这找齐尼亚克算账！"
"HASH_C3EFA70F": "嘿老大，我收到消息说齐尼亚克的一个手下在模拟里搞事。我们集合去干掉他们。你觉得呢？"
"HASH_F35E970F": "我走错……哦不。"
"HASH_BB27930F": "不错的舞台，不错的灯光……呃，本，我有件事要做。后台门边见。"
"HASH_FDF8070F": "等等。我觉得我们还不能走。"
"HASH_32A6AB0F": "去他妈的……救我！"
"HASH_132E3B0F": "嘿！我在船上。来找我。"
"HASH_95B4AB0F": "去。你。的。我向天发誓我要出去找到你，到时候我会慢慢来，你听到了吗？你他妈听到了吗？"
"HASH_841A5B0F": "你为什么躲在这里面？"
"HASH_0D85B70F": "你真要我搬这个？该死！"
"HASH_01898F0F": "你本可以护送国际罪犯的。为什么做这个？"
"HASH_542C5310": "请告诉我这不是梦。他真的回来了。我没有把他丢下等死。老大，他活着！强尼活着！我真不敢相信。"
"HASH_BF487710": "什么地下行动……"
"HASH_671DDF10": "哦那个马特。真是个活宝。我不介意再杀他一次。嘿，只要你一失败，我就能动手！"
"HASH_DEB94710": "这可不妙……"
"HASH_7C8F2710": "金吉跟他在一起。给我把武器。"
"HASH_4F505B10": "那你觉得呢？你一定在享受一些乐趣吧。"
"HASH_D3A66B10": "删除"
"HASH_29F06310": "你真这么想？"
"HASH_E5C13310": "好，试试 Friendly Fire。看来这些跟模拟里很多薄弱区域有关。"
"HASH_6F925B10": "怎么了？"
"HASH_48804710": "操。现在怎么办？"
"HASH_FFD30710": "哦，开始了。"
"HASH_1FF8BF10": "皮尔斯……那是马埃罗？"
"HASH_925B2710": "别。"
"HASH_5450A311": "在那之前是钢城港。你错过了卢查多尔、邪恶的黑客、还有穿黑西装的欧洲混蛋。"
"HASH_9879E311": "大喇叭在说什么有头绪吗？"
"HASH_0FFCFF11": "齐尼亚克炸了地球，他还有资格生气？"
"HASH_6CF05B11": "那……"
"HASH_35602F11": "所以嘛……我还有事让你做。你知道的，因为我们被困在太空了！"
"HASH_FE3B9711": "什么鬼，金吉？"
"HASH_98C1E711": "两个还不够吗？我是说，我们不该专心追这个家伙吗？"
"HASH_6E844B11": "快好了……"
"HASH_EA1B6B11": "金吉，那是讽刺。记得讽刺怎么运作的吗？"
"HASH_79D04311": "有点忙着对付这些混蛋呢，莎蒂。你们谁想办法！"
"HASH_E15F1311": "操，没错。"
"HASH_7B050311": "那……支援不错。那么坦克在哪？"
"HASH_A48A1B11": "我们在这辆车里发现了一些代码。偷走它然后从模拟中删除代码。"
"HASH_45D63311": "其实我想说的是一套太空服和一把超大的枪。"
"HASH_ED1F4F11": "闭上你的脏嘴，赛勒斯！"
"HASH_53173311": "我当然会。"
"HASH_318B3F11": "你不会让这事过去的，对吧？"
"HASH_FA8B1B11": "你能做到？不用马特？"
"HASH_CFDA2F11": "他在干什么——我的天！"
"HASH_C4A93F11": "什么？"
"HASH_C7D28B11": "他们的控制区遭到攻击了！"
"HASH_43889311": "你完全疯了吗？"
"HASH_080E0B11": "整颗星球最优秀最聪明的人？这东西多大？"
"HASH_26DDA712": "听到女士的话了。走吧。"
"HASH_7C8D5312": "嘿老大，我在城市里探测到一些奇怪的数据簇。"
"HASH_066C5312": "嗯。早餐闻起来真香！"
"HASH_315F5B12": "天哪，这些家伙现在有护盾了！"
"HASH_65BA7F12": "别沾血在身上，她有肝炎！"
"HASH_A8352312": "我要一个！"
"HASH_5F0C1B12": "等等，你之前不是想追——"
"HASH_33808F12": "下载还有多久？"
"HASH_C74F8F12": "已经好了。他们都离出口很近。"
"HASH_B1FBA312": "嘿。我是美国总统。"
"HASH_60D61312": "那么什么情况，我能做什么？"
"HASH_0BC73712": "嗯，莎蒂……毛绒控什么时候开始喜欢老兵之子了？"
"HASH_D05CF712": "删除"
"HASH_7FAAE313": "想拦我，齐尼亚克？"
"HASH_B85A3B13": "拜托。你真以为你这种小混混能对付我？我等你来试试！"
"HASH_92CFBB13": "操。马上去。"
"HASH_5D04DF13": "它们是一个高功能反社会人格范式的复制品。"
"HASH_D4D0BF13": "大家没事吧？"
"HASH_0F606713": "我不这么觉得，皮尔斯。"
"HASH_EB025713": "那个该死的平台在哪……"
"HASH_D6A89F13": "嗯，朋友之间未遂谋杀算什么……"
"HASH_8FDF7B13": "听着，你告诉我需要做什么，我来搞定。成交？"
"HASH_039EA713": "你觉得他们会意识到这行不通吗……"
"HASH_63BE2F13": "我死。你死。我们都死。任何涉及死亡的组合都行。"
"HASH_8DE13F13": "我知道。你以为我不知道？"
"HASH_3E1BEF13": "我忘了这架该死的飞机有多大了。你就不能把我放近点前排吗？"
"HASH_B57CA713": "没有什么比干掉一个给我们惹麻烦的目标更老派了。杀掉那个程序，老大！"
"HASH_AF10EF13": "来，我为你造了个简单的定位程序。现在我想换换你之前做的任务。大体一样的，这次给你更好的奖励。"
"HASH_B5B44313": "该死。"
"HASH_05C26F13": "不可能。"
"HASH_31BA7713": "就是不能安分守己，是吧？"
"HASH_ED326313": "我以为我死定了。发生了什么？"
"HASH_697CAB13": "是啊，那是什么？"
"HASH_34CB7B13": "抱歉，事情落得这个下场。"
"HASH_7CFDF714": "那不是我平时的风格。"
"HASH_A848C714": "我在看什么？"
"HASH_A559C314": "充满电了。接下来呢？"
"HASH_8F4B5714": "接金球？我有分加吗？"
"HASH_25AB5F14": "我觉得自己像公交站的厕所。"
"HASH_5B43C714": "别担心保罗，我给你倒一杯。"
"HASH_B7C84B14": "删除"
"HASH_C3495714": "那我得到了什么？传送？激光眼？骨爪？"
"HASH_5C6BB714": "得站起来。加油。"
"HASH_FD372F15": "那么。你跟这帮人待着没问题吧？"
"HASH_4F5D0B15": "有道理。至少金吉不会再催我搞这破事了。谢了老大。"
"HASH_C7FDA715": "这次智者的会面是什么时候发生的？"
"HASH_34DCD315": "嘿，金吉——"
"HASH_F7C8E315": "听起来很高级。我哪能弄到一个？"
"HASH_BE77F715": "听着，那些卡车哪也去不了，别急。"
"HASH_48282715": "我刚要开始接受你做事的方式呢。"
"HASH_CF66BF15": "玩？军情六处的特工觉得什么才算玩？"
"HASH_24736715": "是时候造纪念碑了。"
"HASH_378D3B15": "遵命，船长。"
"HASH_6A78EF15": "我记不记……噗。"
"HASH_5EB44B15": "来啊金吉，你在哪？"
"HASH_0AF53715": "亲爱的，你话可真多……"
"HASH_E5249716": "听起来不错。我们挡住辛人。"
"HASH_7320D316": "嗯……"
"HASH_4D924F16": "开得有点快啊，是吧？"
"HASH_60954B16": "不，我真心想知道。"
"HASH_C4C17316": "C.I.D.要来帮我，你倒担心我不够友善？"
"HASH_7D40FB16": "拿到钥匙的零件，然后金吉和我会接手。"
"HASH_C0A23716": "别担心。交给我。"
"HASH_43D55F16": "头上插着尖刺的那家伙？哦对。杰夫？扎维安？达米恩？"
"HASH_49E9E316": "说过我们是一样的。"
"HASH_80505B17": "哈哈！你不喜欢这样，对吧？"
"HASH_DB1A8317": "我们就不能绕一次路吗？"
"HASH_322D4317": "嘛，还算没太糟。"
"HASH_E067D717": "希望我没打扰什么。"
"HASH_FB5CFF17": "我第一次见奥列格时，他光着身子被绑在一台大机器上。"
"HASH_B836F717": "不会吧。你开玩笑。"
"HASH_3258DB17": "多丽丝，你还欠我芝士蛋糕配方呢！"
"HASH_DF9D6317": "嘿，马特，把我的超级英雄开关切回「开。」"
"HASH_820B5F17": "呃，两者参半吧。"
"HASH_EC459717": "我只希望我父母当年也能用这么友好和充满爱的方式解决分歧。"
"HASH_47E2FB17": "幸运的混蛋。"
"HASH_B6FB9717": "看来辛人也需要改进他们的载具。这是跟这个区域关联的改装店。"
"HASH_EFF8F717": "哇，这……我的脑袋像着火了！"
"HASH_4324F717": "给这姑娘一次机会吧，老大。"
"HASH_C7950718": "那……听起来太棒了。"
"HASH_326F1318": "你他妈的偷了我的柜子！"
"HASH_5E664F18": "不不不，操！那个也没了，继续走！"
"HASH_A4EA8718": "我以为我死定了。发生了什么？"
"HASH_405E9718": "呃，大不了多杀几个人，有什么大不了的……"
"HASH_01F48F18": "还记得跟你上级的那次会议吗？他们差点褫夺你的军衔？"
"HASH_399CB718": "天哪！"
"HASH_764E2B18": "我现在在问。"
"HASH_45F67F18": "把她弄出去！"
"HASH_BC7D1718": "没料到我会来吧？"
"HASH_A3818718": "你……"
"HASH_F7BB0718": "如果有什么事这么困扰你，你知道我会帮你的。别担心，好吗？"
"HASH_B2A3AB18": "你真是太好了，金吉。"
"HASH_27094F18": "如果你说的「塔尼娅」是指「舞台的召唤」，那就是吧。"
"HASH_35255319": "所以一个邪恶版本的我是你最恐怖的噩梦？"
"HASH_96087319": "准备——老天！"
"HASH_88997719": "我见过你开枪。相信我，让老大在后面更好。"
"HASH_6DB10F19": "放了她，老兵之子。"
"HASH_49D91319": "再努力点！"
"HASH_4F12CF19": "希望这玩意能行……"
"HASH_A9B2BB19": "但让我们不……算了。我就接受这一切然后继续。"
"HASH_BB002319": "怎么，像踩虫子一样？"
"HASH_1160A719": "说真的，又有护盾机器人？"
"HASH_8AD48319": "为什么我屁股疼？"
"HASH_A21E4B19": "操，我当然干了……"
"HASH_C5CB9B19": "再说一次，金吉，我他妈完全不知道你让我干什么或为什么干。"
"HASH_FA4D9B19": "我在飞船上？什么鬼？"
"HASH_B4098719": "把数据下载到C.I.D.。我们从那里接手。"
"HASH_D76E2B1A": "哈。小菜一碟。但你他妈别把我丢下。"
"HASH_C5CFBB1A": "谢谢！这确实是机器人。金吉非说「这是动力装甲」来着……"
"HASH_086AF31A": "要……"
"HASH_515F731A": "你有事瞒着我，对吧？"
"HASH_231CAF1A": "她没明说。我只知道我们得让保罗跟着走。"
"HASH_7001E31A": "是布拉德？斯图尔特？多米尼克？"
"HASH_500BBB1A": "敌方灯已被消灭。"
"HASH_4E25C31A": "这他妈是什么传送门？"
"HASH_CAB6DF1A": "好。我怎么进齐尼亚克的王座室？"
"HASH_71634B1A": "金吉，提醒我给你涨工资。"
"HASH_8F15571A": "快到下一个电池时告诉我。"
"HASH_47AA031A": "妈的……"
"HASH_372F131A": "谢谢。"
"HASH_8ECCCB1A": "太好了！至少你现在有办法甩掉辛人了，记住这点。记住，这只是开始。我们要对付齐尼亚克的手段还多着呢，他会措手不及的。"
"HASH_F678B31A": "她很烦人。"
"HASH_02672B1A": "那好吧。嘿，如果他带来了兄弟会，你觉得唐尼跟他们在一起吗？"
"HASH_B5C12F1A": "这没什么不道德的！"
"HASH_3D22271A": "齐尼亚克为什么把这些家伙带回来？我已经打败过他们了……"
"HASH_9D413B1A": "等等。塔尼娅？"
"HASH_0CDB9F1A": "他是圣徒的头号敌人。但你知道这种事怎么回事。"
"HASH_677F131A": "这他妈的到底是什么？"
"HASH_01EA3B1A": "让我看看你的眼射线能不能打过一个一个汤勺，保罗。"
"HASH_EDC5DB1A": "说这话的女人自己一直在逃。"
"HASH_BAB6131A": "你指望我相信阿莎想练习打僵尸？"
"HASH_7760E71A": "马特在钢城港之后改过自新了。加入了军情六处，帮我们搞定了赛勒斯·坦普尔——他是个有用的人。"
"HASH_FFC4631A": "呃，两者参半吧。"
"HASH_B43B171B": "好，这就解释了那些怪物卡车。你觉得唐尼在这里吗？"
"HASH_3CC29B1B": "搞什么？死亡激光？！"
"HASH_AA01771B": "大家没事吧？"
"HASH_5B496F1B": "这些都是你脑子里的，阿莎。他是从你那里得到的。"
"HASH_DF1A131B": "删除"
"HASH_31EE331B": "前面又有一个金吉。我要不要——等等！"
"HASH_D67F9B1B": "你真要我搬这个？该死！"
"HASH_26918B1B": "这就是我在找的东西？"
"HASH_92D1371B": "让我猜：你在军情六处训练过这种事。"
"HASH_089D171B": "啊啊啊！"
"HASH_BF662B1B": "金吉，如果他能帮我们找到其他人，那我是确定的。这怎么用？"
"HASH_15D7171B": "这堆东西到底都是什么？"
"HASH_96BC131B": "你快弄完了吧，C.I.D.？"
"HASH_7A42071B": "你当然不行……那样就太简单了。"
"HASH_F0BA171C": "嗯，还不确定。不过你能帮忙收集模拟中各系统的信息会很有用。我会在你HUB的任务栏留下我给你的任务。"
"HASH_750F031C": "你管那叫快？"
"HASH_D5B8831C": "删除"
"HASH_CEF9831C": "城里没有我们的安全屋了……好！真好。"
"HASH_50991F1C": "嘛，事情有时候会变复杂……"
"HASH_EF296F1C": "你真这么想？"
"HASH_F86F971C": "这感觉就像回到旧日，是吧，老大？"
"HASH_C3B3F31C": "我已经感觉好多了……"
"HASH_3D4D1B1C": "伙计，这汤勺什么都能干！"
"HASH_83A57F1C": "三个了。下载怎么样了？"
"HASH_32679B1C": "我想我唯一能做的……就是准备。"
"HASH_6564C31C": "如果搞完了，我们该走了吧？"
"HASH_32EBA71C": "但后来我意识到阿莎没有帮手根本做不到。"
"HASH_0203D71C": "你有超能力，用它们打护盾。"
"HASH_20442B1C": "约翰尼，我们带你离开这里。"
"HASH_7E0C171C": "「嘿，阿莎，你好吗？来点茶和烤饼吗？想亲热一下？噢！*亲吻声*」"
"HASH_B2AEDB1C": "筋疲力尽。"
"HASH_C1CFEB1C": "你最近怎么样？"
"HASH_84174B1D": "哇，那东西凭空冒出来的。"
"HASH_BD78B31D": "好。有麻烦就喊一声。"
"HASH_294A3B1D": "*挣扎*"
"HASH_AA5B831D": "自己安心吧，盖特。金吉肯定不会帮忙。"
"HASH_16180B1D": "谢谢。"
"HASH_6E23FF1D": "*叹气* 你自找的……"
"HASH_FDFCAB1D": "这些中继器有护盾，金吉。"
"HASH_55A7B71D": "我能编出那么荒唐的事？"
"HASH_74A2AF1D": "美国人民对总统偷车可不怎么看好。"
